
running 5676 tests
test extensions::task::tests::get_subagent_request_defaults_block_and_timeout ... ok
test extensions::task::tests::get_subagent_request_deserializes_block_false ... ok
test extensions::task::tests::get_subagent_request_deserializes_block_true_with_timeout ... ok
test extensions::task::tests::get_subagent_response_null_snapshot ... ok
test extensions::task::tests::get_subagent_response_with_completed_snapshot ... ok
test extensions::task::tests::get_subagent_response_with_running_snapshot ... ok
test extensions::task::tests::list_running_response_serializes_with_subagents_array ... ok
test extensions::task::tests::polling_loop_exits_on_deadline_even_if_still_running ... ok
test extensions::task::tests::polling_loop_exits_when_snapshot_transitions_to_completed ... ok
test extensions::task::tests::snapshot_dto_cancelled_serializes_with_reason ... ok
test extensions::task::tests::snapshot_dto_cancelled_without_reason_omits_field ... ok
test extensions::task::tests::snapshot_dto_completed_serializes_with_output ... ok
test extensions::task::tests::snapshot_dto_failed_serializes_with_error ... ok
test extensions::task::tests::snapshot_dto_resumed_provenance_serializes ... ok
test extensions::task::tests::snapshot_dto_running_serializes_with_progress_fields ... ok
test extensions::task::tests::subagent_cancel_outcome_dto_maps_from_coordinator_outcome ... ok
test extensions::task::tests::subagent_live_snapshot_dto_serializes_camel_case ... ok
test extensions::worktree::tests::db_path_response_serializes ... ok
test extensions::worktree::tests::db_rebuild_response_carries_report_not_null ... ok
test extensions::worktree::tests::gc_request_all_defaults ... ok
test extensions::worktree::tests::gc_request_with_all_fields ... ok
test extensions::worktree::tests::list_request_all_defaults ... ok
test extensions::worktree::tests::list_request_with_filters ... ok
test extensions::worktree::tests::parse_duration_rejects_invalid ... ok
test extensions::worktree::tests::parse_duration_valid_values ... ok
test extensions::worktree::tests::remove_request_rejects_both_fields_set ... ok
test extensions::worktree::tests::remove_request_rejects_neither_field_set ... ok
test extensions::worktree::tests::resolve_local_request_deserializes ... ok
test extensions::worktree::tests::resolve_local_response_found_serializes ... ok
test extensions::worktree::tests::resolve_local_response_not_found_omits_optional_fields ... ok
test extensions::worktree::tests::show_request_deserializes ... ok
test heap_profile::monitor::tests::clamp_poll_interval_bounds ... ok
test heap_profile::monitor::tests::defer_no_session_does_not_latch ... ok
test heap_profile::monitor::tests::defer_no_upload_handles_does_not_latch ... ok
test heap_profile::monitor::tests::disable_stops_sampling_and_dumps ... ok
test heap_profile::monitor::tests::dump_timeout_latches_and_clears_in_flight ... ok
test heap_profile::monitor::tests::exact_hard_cap_is_allowed ... ok
test heap_profile::monitor::tests::is_valid_session_id_uuid_only ... ok
test heap_profile::monitor::tests::latch_on_dump_failure ... ok
test heap_profile::monitor::tests::latch_on_size_cap_over ... ok
test heap_profile::monitor::tests::latch_on_upload_failure ... ok
test heap_profile::monitor::tests::latch_on_upload_success ... ok
test heap_profile::monitor::tests::latch_on_zero_byte_size_cap ... ok
test heap_profile::monitor::tests::normalize_thresholds_sorts_and_dedups ... ok
test heap_profile::monitor::tests::object_paths_session_scoped ... ok
test heap_profile::monitor::tests::one_threshold_per_tick ... ok
test heap_profile::monitor::tests::private_temp_dir_mode_and_cleanup ... ok
test heap_profile::monitor::tests::re_enable_keeps_prior_latches ... ok
test heap_profile::monitor::tests::resolve_gates_require_all_conditions ... ok
test heap_profile::monitor::tests::sanitize_version_replaces_and_collapses ... ok
test heap_profile::monitor::tests::session_arrives_later_allows_dump ... ok
test heap_profile::monitor::tests::session_id_is_sticky_and_rejects_non_uuid ... ok
test heap_profile::monitor::tests::should_latch_rules ... ok
test heap_profile::monitor::tests::stats_none_and_below_threshold_no_latch ... ok
test heap_profile::monitor::tests::upload_in_flight_blocks_second_begin_tick ... ok
test heap_profile::tests::heap_profile_inert_then_installed_hooks ... ok
test inspect::compat::tests::config_load_failure_fails_closed_unless_env_overrides ... ok
test inspect::compat::tests::empty_config_reports_defaults_and_remote_not_loaded ... ok
test inspect::compat::tests::inspect_compat_uses_env_config_default_precedence ... ok
test inspect::compat::tests::malformed_cell_fails_closed_without_erasing_valid_cells ... ok
test inspect::tests::describe_config_file_flags_empty_and_parse_error ... ok
test inspect::tests::describe_requirements_file_flags_invalid_version_overrides_as_parse_error ... ok
test inspect::tests::disabled_entry_status_serializes_and_renders_consistently ... ok
test inspect::tests::enforced_label_uses_product_vocabulary ... ok
test inspect::tests::harness_compatibility_human_output_stays_compact ... ok
test inspect::tests::list_skills_honors_skills_config ... ok
test inspect::tests::model_override_warnings_inspect_smoke ... ok
test inspect::tests::requirements_layer_contributes_requires_non_empty_post_strip_table ... ok
test inspect::tests::skill_entry_source_maps_scopes ... ok
test inspect::tests::skill_entry_source_prefers_stamped_config_source ... ok
test inspect::tests::skill_entry_source_relabels_extracted_bundled_skills ... ok
test inspect::tests::vendor_rule_paths_select_rules_compatibility_cells ... ok
test auth::manager::tests::enrichment_aborts_when_disk_user_changes_mid_flight ... ok
test leader::client::tests::connect_fails_fast_on_garbage_frame ... ok
test leader::client::tests::connect_times_out_after_ready_deadline_when_leader_never_ready ... ok
test leader::client::tests::connect_times_out_on_partial_frame_header ... ok
test leader::client::tests::connect_times_out_when_leader_silent_after_accept ... ok
test leader::client::tests::client_receives_shutting_down_then_disconnects_with_leader_shutdown ... ok
test leader::client::tests::connect_to_server ... ok
test leader::client::tests::connect_with_yolo_mode ... ok
test leader::client::tests::control_request_roundtrip ... ok
test leader::client::tests::disconnect_reason_client_initiated_on_cancel ... ok
test leader::client::tests::disconnect_reason_on_server_shutdown ... ok
test leader::client::tests::disconnect_reason_starts_connected ... ok
test leader::client::tests::in_flight_stop_surfaces_stopping_state_across_clients ... ok
test bundle::tests::extract_archive_rejects_excessive_total_decompressed_size ... ok
test leader::client::tests::wrong_protocol_version_registers_but_rejects_control ... ok
test leader::lock::tests::cleanup_socket_ok_if_missing ... ok
test leader::lock::tests::cleanup_socket_removes_file ... ok
test leader::lock::tests::derived_lock_and_socket_paths_match_suffix ... ok
test leader::lock::tests::drop_releases_lock ... ok
test leader::lock::tests::drop_without_release_cleans_up_files ... ok
test leader::lock::tests::lock_path_for_socket_swaps_extension ... ok
test leader::lock::tests::no_override_falls_back_to_ws_url_derivation ... ok
test leader::lock::tests::override_socket_path_wins_over_ws_url_derivation ... ok
test leader::lock::tests::read_pid_returns_none_for_empty_lock_file ... ok
test leader::lock::tests::read_pid_returns_none_for_missing_lock_file ... ok
test leader::lock::tests::read_pid_returns_none_for_non_numeric_content ... ok
test leader::lock::tests::release_allows_reacquisition ... ok
test leader::lock::tests::release_prevents_file_cleanup_on_drop ... ok
test leader::lock::tests::try_acquire_fails_when_held ... ok
test leader::lock::tests::try_acquire_succeeds_when_unlocked ... ok
test leader::client::tests::send_and_receive_acp_message ... ok
test auth::external_auth::tests::sync_refresh_interactive_times_out ... ok
test leader::lock::tests::try_acquire_timeout_succeeds_when_unlocked ... ok
test leader::lock::tests::write_and_read_pid ... ok
test leader::protocol::tests::client_id_is_unique ... ok
test leader::protocol::tests::connection_closed_on_eof ... ok
test leader::protocol::tests::control_message_roundtrip ... ok
test leader::protocol::tests::control_payload_serde_defaults_new_stopping_flags ... ok
test leader::protocol::tests::frame_roundtrip ... ok
test leader::protocol::tests::message_roundtrip ... ok
test leader::protocol::tests::multiple_frames_in_sequence ... ok
test leader::protocol::tests::profile_artifact_format_serde_names_are_stable ... ok
test leader::protocol::tests::registered_serde_compatibility_with_all_optional_metadata ... ok
test leader::protocol::tests::registered_serde_compatibility_without_optional_metadata ... ok
test leader::protocol::tests::rejects_oversized_messages ... ok
test leader::protocol::tests::shutdown_reason_variants_serialize_correctly ... ok
test leader::protocol::tests::shutting_down_message_roundtrip ... ok
test leader::protocol::tests::workspace_control_command_roundtrip ... ok
test leader::protocol::tests::workspace_exposure_capability_defaults_false ... ok
test leader::protocol::tests::workspace_status_payload_defaults_optional_fields ... ok
test leader::protocol::tests::workspace_status_payload_roundtrip ... ok
test leader::server::tests::acp_message_forwarding ... ok
test leader::server::tests::agent_busy_cleared_when_response_received ... ok
test leader::lock::tests::try_acquire_timeout_succeeds_after_release ... ok
test leader::server::tests::agent_busy_set_when_request_forwarded ... ok
test leader::server::tests::agent_busy_clears_when_client_disconnects_mid_request ... ok
test leader::server::tests::agent_busy_tracks_multiple_pending_requests ... ok
test leader::server::tests::buffer_flush_drops_replay_overlap_at_seq_zero ... ok
test leader::server::tests::buffer_flush_drops_replay_overlap_by_event_seq ... ok
test leader::lock::tests::try_acquire_timeout_returns_timeout_when_held ... ok
test leader::server::tests::backfill_covers_nested_children ... ok
test leader::server::tests::client_count_increments_on_connect ... ok
test auth::refresh::oidc_refresher::auth_backend_contract_tests::auth_backend_contract_transient_failures_escalate_to_non_sticky_permanent ... ok
test leader::server::tests::client_count_not_incremented_before_registration ... ok
test leader::server::tests::client_count_starts_at_zero ... ok
test leader::server::tests::client_registration_flow ... ok
test leader::server::tests::client_count_decrements_on_disconnect ... ok
test leader::server::tests::decide_relaunch_is_idempotent_and_directional ... ok
test leader::server::tests::client_count_returns_to_zero_after_all_disconnect ... ok
test leader::server::tests::control_requests_bypass_acp_routing ... ok
test leader::server::tests::event_seq_of_parses_acp_and_ext_and_handles_missing ... ok
test leader::server::tests::driver_disconnect_transfers_not_evicts ... ok
test leader::server::tests::dead_client_session_notification_not_leaked_to_other_client ... ok
test leader::server::tests::extract_auto_mode_change_derives_from_permission_mode ... ok
test leader::server::tests::extract_auto_mode_change_explicit_flag_wins ... ok
test leader::server::tests::extract_auto_mode_change_returns_none_when_no_auto_signal ... ok
test leader::server::tests::extract_child_session_event_finished ... ok
test leader::server::tests::extract_child_session_event_nested_ext_notification ... ok
test leader::server::tests::extract_child_session_event_nested_ext_notification_finished ... ok
test leader::server::tests::extract_child_session_event_none_for_other_updates ... ok
test leader::server::tests::extract_child_session_event_none_without_child_id ... ok
test leader::server::tests::extract_child_session_event_spawned ... ok
test leader::server::tests::extract_interaction_resolved_tool_call_id_matches_only_resolved ... ok
test leader::server::tests::extract_interaction_tool_call_id_handles_direct_and_nested ... ok
test leader::server::tests::extract_model_id_from_set_model_handles_snake_case ... ok
test leader::server::tests::extract_model_id_from_set_model_returns_none_for_empty_model ... ok
test leader::server::tests::extract_model_id_from_set_model_returns_none_for_missing_model ... ok
test leader::server::tests::extract_model_id_from_set_model_returns_none_for_other_methods ... ok
test leader::server::tests::extract_model_id_from_set_model_returns_value ... ok
test leader::server::tests::extract_session_id_from_nested_params_works ... ok
test leader::server::tests::extract_session_id_from_params_works ... ok
test leader::server::tests::extract_session_id_from_prompt_complete_ignores_other_methods ... ok
test leader::server::tests::extract_session_id_from_prompt_complete_works ... ok
test leader::server::tests::extract_session_id_from_result_returns_none_for_other_responses ... ok
test leader::server::tests::extract_session_id_from_result_works ... ok
test leader::server::tests::extract_target_client_id_none_when_absent ... ok
test leader::server::tests::extract_target_client_id_some_when_meta_present ... ok
test leader::server::tests::extract_yolo_mode_change_returns_none_for_other_methods ... ok
test leader::server::tests::extract_yolo_mode_change_returns_value ... ok
test leader::server::tests::evict_sessions_notification_on_disconnect ... ok
test leader::server::tests::high_throughput_replay_no_drops ... ok
test leader::server::tests::initialize_gets_client_identifier_injected ... ok
test leader::server::tests::ext_notification_with_nested_session_id_routes_correctly ... ok
test leader::server::tests::inject_capabilities_adds_auto_mode_to_session_load ... ok
test leader::server::tests::inject_capabilities_adds_auto_mode_to_session_new ... ok
test leader::server::tests::inject_capabilities_adds_both_yolo_and_model ... ok
test leader::server::tests::inject_capabilities_adds_client_identifier_to_session_load ... ok
test leader::server::tests::inject_capabilities_adds_client_identifier_to_session_new ... ok
test leader::server::tests::inject_capabilities_adds_default_model_to_session_new ... ok
test leader::server::tests::inject_capabilities_adds_leader_client_id_to_session_load ... ok
test leader::server::tests::inject_capabilities_adds_yolo_mode_to_session_new ... ok
test leader::server::tests::inject_capabilities_does_not_override_existing_client_identifier ... ok
test leader::server::tests::inject_capabilities_does_not_override_existing_leader_client_id ... ok
test leader::server::tests::inject_capabilities_does_not_override_existing_model_id ... ok
test leader::server::tests::inject_capabilities_injects_code_nav_into_session_load ... ok
test leader::server::tests::inject_capabilities_no_model_no_yolo_returns_unchanged ... ok
test leader::server::tests::inject_capabilities_preserves_existing_meta ... ok
test leader::server::tests::inject_capabilities_sets_code_nav_enabled_false ... ok
test leader::server::tests::inject_capabilities_sets_code_nav_enabled_true ... ok
test leader::server::tests::inject_capabilities_skips_empty_default_model ... ok
test leader::server::tests::inject_capabilities_skips_empty_model_with_yolo_mode ... ok
test leader::server::tests::inject_capabilities_skips_non_session_new ... ok
test leader::server::tests::inject_capabilities_skips_when_yolo_mode_false ... ok
test leader::server::tests::inject_capabilities_terminal_and_fs_per_client ... ok
test leader::server::tests::inject_capabilities_terminal_into_session_load ... ok
test leader::server::tests::inject_capabilities_two_clients_stay_isolated ... ok
test leader::server::tests::inject_capabilities_yolo_suppresses_auto_mode ... ok
test leader::server::tests::inject_client_identity_adds_identifier_to_initialize ... ok
test leader::server::tests::inject_client_identity_does_not_override_existing ... ok
test leader::server::tests::inject_client_identity_preserves_existing_meta ... ok
test leader::server::tests::inject_client_identity_skips_empty_client_type ... ok
test leader::server::tests::inject_client_identity_skips_non_initialize ... ok
test leader::server::tests::inject_yolo_notification_adds_client_identifier ... ok
test leader::server::tests::inject_yolo_notification_skips_non_yolo_methods ... ok
test leader::server::tests::initialize_preserves_existing_client_identifier ... ok
test leader::server::tests::fallback_routing_forwards_notifications_but_drops_responses ... ok
test leader::server::tests::interaction_raised_with_no_subscriber_is_cached_and_replayed_on_first_attach ... ok
test leader::server::tests::is_interaction_request_detects_only_interaction_methods ... ok
test leader::server::tests::is_scheduled_task_inject_prompt_detects_only_inject ... ok
test leader::server::tests::is_session_load_request_detects_only_load ... ok
test leader::server::tests::interaction_request_broadcasts_to_all_subscribers ... ok
test leader::server::tests::intermediate_finish_reparents_live_grandchild_for_root_backfill ... ok
test leader::server::tests::late_attacher_backfilled_into_existing_child_routes ... ok
test leader::server::tests::leader_client_id_unicasts_to_target_only ... ok
test leader::server::tests::live_buffer_holds_during_load_and_flushes_in_order ... ok
test leader::server::tests::leader_client_id_dropped_when_target_disconnected ... ok
test leader::server::tests::machine_wide_broadcast_classifier_matches_both_wire_forms ... ok
test leader::server::tests::live_broadcast_during_load_is_buffered_then_flushed_after_response ... ok
test auth::device_code::tests::poll_handles_slow_down_then_succeeds ... ok
test leader::server::tests::detached_live_finished_prunes_index_so_reattach_skips_dead_child ... ok
test leader::server::tests::mcp_servers_updated_broadcasts_to_all_clients ... ok
test leader::server::tests::models_update_broadcasts_to_all_clients ... ok
test leader::server::tests::no_eviction_when_client_has_no_sessions ... ok
test leader::server::tests::outbound_payload_non_json_passthrough ... ok
test leader::server::tests::outbound_payload_reserialized_when_mutated ... ok
test leader::server::tests::outbound_payload_verbatim_when_unmutated ... ok
test leader::server::tests::patch_initialize_response_noop_for_non_initialize_response ... ok
test leader::server::tests::patch_initialize_response_noop_when_already_matches ... ok
test leader::server::tests::patch_initialize_response_noop_when_empty_default_model ... ok
test leader::server::tests::patch_initialize_response_noop_when_no_default_model ... ok
test leader::server::tests::patch_initialize_response_patches_current_model_id ... ok
test leader::server::tests::patch_initialize_response_preserves_other_fields ... ok
test leader::server::tests::mid_load_child_delta_reaches_loader_via_request_side_backfill ... ok
test leader::server::tests::orphaned_replayed_finished_leaves_held_route_untouched ... ok
test leader::server::tests::ping_pong ... ok
test leader::server::tests::pending_interaction_replayed_to_late_joiner ... ok
test leader::server::tests::pending_interaction_survives_disconnect_and_replays_on_reconnect ... ok
test leader::server::tests::reattached_client_backfilled_into_child_routes ... ok
test leader::server::tests::relay_demand_signals_only_on_headless_registration ... ok
test leader::server::tests::relay_session_notification_not_forwarded_to_ipc_client ... ok
test leader::server::tests::relaunch_drain_waits_for_agent_activity_and_flushes_sessions ... ok
test leader::server::tests::replayed_spawn_registers_child_route_for_loading_client ... ok
test leader::server::tests::live_finished_prunes_index_so_reattach_skips_dead_child ... ok
test leader::server::tests::replayed_spawn_unions_into_existing_live_route ... ok
test leader::server::tests::rewrite_request_id_handles_notifications ... ok
test leader::server::tests::rewrite_request_id_handles_string_ids ... ok
test leader::server::tests::rewrite_request_id_rewrites_requests ... ok
test leader::server::tests::rewrite_request_id_skips_responses_with_error ... ok
test leader::server::tests::rewrite_request_id_skips_responses_with_result ... ok
test leader::server::tests::mid_burst_disconnect_still_prunes_dead_child_route ... ok
test leader::server::tests::roster_changed_broadcasts_to_all_clients ... ok
test leader::server::tests::runtime_profile_reports_unsupported_build_end_to_end ... ok
test leader::server::tests::server_message_ref_is_wire_identical ... ok
test leader::server::tests::server_sends_shutting_down_before_shutdown ... ok
test leader::server::tests::session_load_request_id_matches_response_id_for_buffer_flush ... ok
test leader::server::tests::set_model_updates_default_model_for_next_session_new ... ok
test leader::server::tests::replayed_finished_does_not_tear_down_live_child_route ... ok
test leader::server::tests::subagent_child_session_cleaned_up_on_finished ... ok
test leader::server::tests::resolved_interaction_not_replayed_to_late_joiner ... ok
test leader::server::tests::subagent_child_session_routed_after_spawned ... ok
test leader::server::tests::scheduled_task_inject_prompt_routes_to_driver_only ... ok
test leader::server::tests::version_mismatch_notification_contains_correct_fields ... ok
test leader::server::tests::version_mismatch_notification_is_none_for_unknown_leader_version ... ok
test leader::server::tests::version_mismatch_notification_is_none_when_versions_match ... ok
test leader::server::tests::wait_for_leader_auth_resolves_when_wired_late ... ok
test leader::server::tests::wait_for_leader_auth_returns_when_already_wired ... ok
test leader::server::tests::workspace_start_errors_when_cancelled_before_auth ... ok
test leader::tests::close_after_register_still_exposes_registration_metadata ... ok
test leader::tests::concurrent_clients_only_newer_evict_same_stale_leader ... ok
test leader::tests::connect_to_hung_leader_times_out_with_no_fallback ... ok
test leader::server::tests::subagent_child_session_not_leaked_to_other_client ... ok
test leader::tests::leader_is_older_than_directional ... ok
test leader::tests::notify_connected_increments_generation ... ok
test leader::tests::pid_alive_and_server_reachable_allows_connection ... ok
test leader::tests::pid_check_identifies_dead_leader ... ok
test leader::tests::reachable_leader_pids_skips_stale_locks ... ok
test leader::tests::reconnect_against_hung_leader_exhausts_attempts_without_respawn ... ok
test leader::tests::reconnect_policy_bounded_default ... ok
test leader::tests::reconnect_policy_unbounded ... ok
test leader::tests::double_reconnect_server_a_dies_b_dies_c_works ... ok
test leader::tests::reconnect_with_does_not_publish_connected_before_swap ... ok
test leader::tests::reconnect_to_new_server_after_old_dies ... ok
test leader::tests::reconnector_cancelled_returns_error ... ok
test leader::tests::reconnector_status_transitions_on_failure_then_success ... ok
test leader::tests::reconnector_succeeds_when_server_exists ... ok
test leader::tests::resolve_binary_falls_back_to_managed_when_no_current_exe ... ok
test leader::tests::resolve_binary_prefers_current_exe ... ok
test leader::tests::resolve_binary_prefers_current_exe_for_out_of_tree_install ... ok
test leader::tests::resolve_binary_prefers_current_exe_over_symlink ... ok
test leader::tests::resolve_binary_prefers_managed_symlink_for_managed_install ... ok
test leader::tests::resolve_binary_succeeds_without_managed_bin ... ok
test leader::tests::should_evict_conn_decides_from_live_fake_registrations ... ok
test leader::tests::should_evict_only_strictly_older_leaders ... ok
test leader::tests::spawn_server_and_connect ... ok
test leader::tests::status_channel_initial_value ... ok
test leader::tests::wait_for_pid_exit_honors_timeout_for_live_pid ... ok
test leader::tests::wait_for_pid_exit_returns_immediately_for_dead_pid ... ok
test managed_config::response::tests::signature_sidecar_picks_trusted_envelope_then_falls_back ... ok
test managed_config::tests::apply_converges_over_a_squatting_directory ... ok
test managed_config::tests::apply_partial_write_failure_keeps_written_artifact ... ok
test managed_config::tests::apply_removes_artifact_the_server_no_longer_serves ... ok
test managed_config::tests::apply_writes_and_overwrites_artifacts ... ok
test managed_config::tests::connection_interrupted_is_retryable_not_auth ... ok
test managed_config::tests::gate_blocks_only_managed_principal_with_compromised_policy ... ok
test managed_config::tests::remove_managed_config_files_tolerates_partial_existence ... ok
test leader::server::tests::replayed_finished_last_subscriber_prunes_dead_child ... ok
test managed_config::tests::transport_failure_maps_to_managed_config_error ... ok
test mcp_doctor::tests::non_timeout_uses_caller_label ... ok
test mcp_doctor::tests::spawn_failed_shows_io_error ... ok
test mcp_doctor::tests::timeout_gets_specific_hint ... ok
test plugin::tests::ambiguous_qualifier_error_lists_source_names ... ok
test plugin::tests::candidate_label_includes_pin_hint ... ok
test plugin::tests::classify_add_input_git_urls_and_shorthand ... ok
test plugin::tests::classify_add_input_local_paths ... ok
test plugin::tests::classify_error_strings_match_canonical ... ok
test plugin::tests::filter_sources_by_allowlist_drops_blocked_git_keeps_allowed_and_local ... ok
test plugin::tests::filter_sources_by_allowlist_unrestricted_passes_everything ... ok
test plugin::tests::install_marketplace_plugin_with_local_installs_then_short_circuits ... ok
test plugin::tests::json_source_matches_github_shorthand ... ok
test plugin::tests::json_source_matches_with_git_normalization ... ok
test plugin::tests::marketplace_install_error_category_matches_variant ... ok
test plugin::tests::name_ambiguous_error_lists_candidates_and_pin_hint ... ok
test plugin::tests::name_from_path_uses_last_component ... ok
test plugin::tests::name_from_url_edge_cases ... ok
test plugin::tests::name_from_url_extracts_last_segment ... ok
test plugin::tests::name_not_found_error_hints_local_dir_and_add_source ... ok
test plugin::tests::name_not_found_error_reports_skipped_sources ... ok
test plugin::tests::non_marketplace_local_update_remains_noop ... ok
test plugin::tests::normalize_github_shorthand ... ok
test plugin::tests::plan_install_bare_name_ambiguous_lists_candidate_labels ... ok
test plugin::tests::plan_install_bare_name_ambiguous_with_skip_is_partial_scan ... ok
test plugin::tests::plan_install_bare_name_local_winner_with_skip_is_partial_scan ... ok
test plugin::tests::plan_install_bare_name_official_match_proceeds_despite_skip ... ok
test plugin::tests::plan_install_bare_name_official_priority_selects_official_and_sets_note ... ok
test plugin::tests::plan_install_bare_name_partial_scan_when_only_source_skipped ... ok
test plugin::tests::plan_install_bare_name_skip_blocks_non_official_selection ... ok
test plugin::tests::plan_install_qualifier_ambiguous_lists_source_names ... ok
test plugin::tests::plan_install_qualifier_not_found_when_scan_lacks_name ... ok
test plugin::tests::plan_install_qualifier_ok_selects_source_and_entry ... ok
test plugin::tests::plan_install_qualifier_sync_failure_is_hard_error ... ok
test plugin::tests::plan_install_qualifier_unknown_lists_registered_labels ... ok
test plugin::tests::registered_source_label_uses_addressable_qualifier ... ok
test plugin::tests::registered_source_label_uses_git_slug_for_non_github_git ... ok
test plugin::tests::remove_toml_cleans_empty_section ... ok
test plugin::tests::remove_toml_matches_tilde_path_entry_by_expanded_identity ... ok
test plugin::tests::remove_toml_no_match_returns_none ... ok
test plugin::tests::remove_toml_preserves_sibling_keys_when_sources_empty ... ok
test plugin::tests::remove_toml_selects_correct_entry ... ok
test plugin::tests::resolve_marketplace_source_name_with_local_returns_display_name ... ok
test plugin::tests::resolve_qualified_source_name_with_matches_git_owner_repo ... ok
test plugin::tests::resolve_qualified_source_name_with_matches_marketplace_name ... ok
test plugin::tests::resolve_qualified_source_name_with_unknown_qualifier_errors ... ok
test plugin::tests::unknown_qualifier_error_lists_registered_marketplaces ... ok
test plugin::tests::update_requires_reload_for_changed_repo_updates_only ... ok
test relay::sync::tests::test_agent_type_serializes_correctly ... ok
test relay::sync::tests::test_backoff_exponential_growth ... ok
test relay::sync::tests::test_backoff_initial_delay ... ok
test relay::sync::tests::test_backoff_jitter_variation ... ok
test relay::sync::tests::test_backoff_max_cap ... ok
test relay::sync::tests::test_build_share_url_default ... ok
test relay::sync::tests::test_build_share_url_with_uuid ... ok
test relay::sync::tests::test_connection_state_display ... ok
test relay::sync::tests::test_connection_state_is_connected ... ok
test relay::sync::tests::test_connection_state_status_indicator ... ok
test relay::sync::tests::test_handle_relay_message_initialize_handshake ... ok
test relay::sync::tests::test_handle_relay_message_initialize_without_id ... ok
test relay::sync::tests::test_handle_relay_message_invalid_json ... ok
test relay::sync::tests::test_handle_relay_message_unknown_method ... ok
test relay::sync::tests::test_relay_sync_msg_queue ... ok
test relay::sync::tests::test_relay_sync_state_default ... ok
test relay::sync::tests::test_relay_sync_state_exists ... ok
test relay::sync::tests::test_relay_sync_state_load_missing_file ... ok
test relay::sync::tests::test_relay_sync_state_load_save ... ok
test relay::sync::tests::test_relay_sync_state_serialization ... ok
test relay::sync::tests::test_relay_sync_state_update_cursor ... ok
test relay::sync::tests::test_resolve_event_id_generates_format_when_event_id_key_missing ... ok
test relay::sync::tests::test_resolve_event_id_generates_format_when_meta_missing ... ok
test relay::sync::tests::test_resolve_event_id_monotonically_increasing ... ok
test relay::sync::tests::test_resolve_event_id_uses_meta_when_present ... ok
test relay::sync::tests::test_sync_status_empty_session ... ok
test relay::sync::tests::test_sync_status_no_sync_state ... ok
test relay::sync::tests::test_sync_status_with_sync_state ... ok
test relay::types::tests::test_agent_type_deserialization ... ok
test relay::types::tests::test_agent_type_display ... ok
test relay::types::tests::test_agent_type_serialization ... ok
test remote::chat_models_client::tests::missing_fields_default_gracefully ... ok
test remote::chat_models_client::tests::modes_parse_camelcase_wire ... ok
test managed_config::tests::send_with_retry_escaping_pool_combinator_behavior ... ok
test remote::client::tests::backend_client_resolves_auth_from_auth_manager ... ok
test remote::client::tests::deployment_config_url_uses_cli_chat_proxy_when_not_overridden ... ok
test remote::client::tests::fetch_bundle_falls_back_on_archive_404 ... ok
test remote::client::tests::fetch_bundle_falls_back_on_archive_503 ... ok
test remote::client::tests::fetch_bundle_propagates_legacy_error_after_fallback ... ok
test remote::client::tests::fetch_bundle_returns_archive_on_success ... ok
test remote::client::tests::fetch_login_device_flow_errors_return_none ... ok
test remote::client::tests::fetch_login_device_flow_parses_2xx_bodies ... ok
test remote::client::tests::fetch_login_device_flow_sends_only_unauthenticated_headers ... ok
test remote::client::tests::fetch_subagent_bundle_http_failure ... ok
test remote::client::tests::fetch_subagent_bundle_parse_failure ... ok
test remote::client::tests::fetch_subagent_bundle_success ... ok
test remote::client::tests::fetch_subagent_bundle_uses_deployment_key_without_user_headers ... ok
test remote::client::tests::get_env_keys_parses_strings_and_rejects_non_strings ... ok
test remote::client::tests::get_object_returns_none_for_non_object_values ... ok
test remote::client::tests::get_object_returns_some_for_actual_object ... ok
test remote::client::tests::inference_url_base_url_wins_over_proxy ... ok
test remote::client::tests::inference_url_defaults_to_proxy ... ok
test remote::client::tests::inference_url_uses_models_base_url ... ok
test remote::client::tests::list_url_defaults_to_proxy_models ... ok
test remote::client::tests::list_url_derived_from_base_url ... ok
test remote::client::tests::list_url_explicit_overrides_derivation ... ok
test remote::client::tests::login_config_response_parses_tristate ... ok
test remote::client::tests::models_fetch_endpoint_matches_auth_mode ... ok
test remote::client::tests::parse_model_field_takes_priority_over_id ... ok
test remote::client::tests::parse_openai_format_uses_id_field ... ok
test remote::client::tests::parse_reads_meta_fallback_fields ... ok
test remote::client::tests::parse_reads_reasoning_effort_fields ... ok
test remote::client::tests::parse_reads_reasoning_efforts_list ... ok
test remote::client::tests::parse_reads_show_model_fingerprint_field ... ok
test remote::client::tests::parse_remote_model_value_malformed_block_falls_back_to_default ... ok
test remote::client::tests::parse_remote_model_value_no_laziness_detector_block_yields_default ... ok
test remote::client::tests::parse_remote_model_value_non_object_value_falls_back_to_default ... ok
test remote::client::tests::parse_remote_model_value_omitted_include_reasoning_defaults_to_none ... ok
test remote::client::tests::parse_remote_model_value_parses_camelcase_key ... ok
test remote::client::tests::parse_remote_model_value_parses_include_reasoning_under_camelcase_wrapper ... ok
test remote::client::tests::parse_remote_model_value_parses_include_reasoning_under_snake_case_wrapper ... ok
test remote::client::tests::parse_remote_model_value_parses_meta_laziness_detector ... ok
test remote::client::tests::parse_remote_model_value_parses_snake_case_laziness_detector ... ok
test remote::client::tests::parse_remote_model_value_partial_block_uses_field_defaults ... ok
test remote::client::tests::parse_remote_model_value_top_level_camelcase_wins_over_snake_case ... ok
test remote::client::tests::parse_remote_model_value_top_level_wins_over_meta ... ok
